	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
317	Smashburger	2300 16th St,Ste 293,San Francisco,CA,94103	Burgers	$11-30	3.5	427	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	No	No	No	Private Lot	NULL	Yes	No	Yes	Yes
318	Saffron 685	685 Townsend St,San Francisco,CA,94103	Mediterranean,Turkish	$11-30	4.0	740	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	Closed	Yes	No	Yes	Garage, Street	NULL	Yes	No	NULL	Yes
319	Chuy's Fiestas	2341 C Folsom St,San Francisco,CA,94110			5.0	39	8:00 am - 7:00 pm	8:00 am - 7:00 pm	8:00 am - 7:00 pm	8:00 am - 7:00 pm	8:00 am - 7:00 pm	8:00 am - 6:00 pm	8:00 am - 3:00 pm	NULL	NULL	NULL	Street	NULL	NULL	NULL	NULL	Yes
320	Trou Normand	140 New Montgomery St,San Francisco,CA,94105	American (New),Cocktail Bars	$31-60	4.0	558	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	Yes	Yes
321	Eats	50 Clement St,San Francisco,CA,94118	American (Traditional),Breakfast & Brunch	$11-30	4.0	1154	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	No	Free	No	Street	Yes	Yes	No	NULL	Yes
322	Doppio Zero	395 Hayes St,San Francisco,CA,94102	Pizza,Italian	$11-30	4.0	217	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm	Yes	Free	No	Street	Yes	Yes	NULL	NULL	Yes
323	The Dosa Brothers	598 Market St,San Francisco,CA,94104	Street Vendors,Indian,Vegetarian	$11-30	4.0	319	10:00 am - 2:30 pm	10:00 am - 2:30 pm	10:00 am - 2:30 pm	10:00 am - 2:30 pm	10:00 am - 2:30 pm	Closed	Closed	No	Free	No	Street	Yes	Yes	Yes	Yes	Yes
324	Capannina	1809 Union St,San Francisco,CA,94123	Italian	$31-60	4.0	824	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
325	Pane E Vino	1715 Union St,San Francisco,CA,94123	Italian	$11-30	4.0	409	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:00 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
326	Baker Street Bistro	2953 Baker St,San Francisco,CA,94123	French,Breakfast & Brunch	$11-30	4.0	610	Closed	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	9:00 am - 2:00 pm,5:30 pm - 9:30 pm	9:00 am - 2:00 pm,5:30 pm - 9:30 pm	No	No	Yes	Street	Yes	Yes	NULL	NULL	Yes
327	Kung Food	1615 McAllister St,San Francisco,CA,94115	Chinese	$11-30	4.0	526	Closed	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	Yes	No	Yes	Street	NULL	Yes	No	NULL	Yes
328	Roli Roti Gourmet Rotisserie	1 Ferry Bldg,San Francisco,CA,94105	Sandwiches,Food Trucks,Specialty Food	$11-30	4.5	1455	Closed	Closed	Closed	10:00 am - 2:00 pm	Closed	8:00 am - 2:00 pm	Closed	No	No	No	Street	NULL	Yes	Yes	Yes	Yes
329	Gozu	201 Spear St,Ste 120,San Francisco,CA,94105	Japanese,Beer, Wine & Spirits	Above $61	4.5	37	Closed	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	Closed	No	Free	Yes	Street	NULL	Yes	NULL	NULL	NULL
330	The Cavalier	360 Jessie St,San Francisco,CA,94103	American (New),British,Cocktail Bars	$31-60	4.0	1020	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	No	No	Yes	Valet	Yes	Yes	No	No	No
331	Cafe Bunn Mi	417 Clement St,San Francisco,CA,94118	Vietnamese,Sandwiches,Noodles	$11-30	4.0	1221	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	No	No	No	Street	NULL	No	No	No	Yes
332	Thep Eatery	400 Waller St,San Francisco,CA,94117	Thai,Noodles	$11-30	4.5	39	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
333	Jenny's Burgers	1233 9th Ave,San Francisco,CA,94122	Burgers	$11-30	4.0	610	11:00 am - 5:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 8:30 pm	No	No	NULL	Street	NULL	Yes	Yes	No	Yes
334	Caffe Macaroni	59 Columbus Ave,San Francisco,CA,94133	Italian	$11-30	4.5	557	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	11:00 am - 2:00 pm,5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	No	Yes
335	Saison	178 Townsend St,San Francisco,CA,94107	American (New)	Above $61	4.0	479	Closed	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	Closed	No	No	Yes	Valet, Garage, Street	NULL	Yes	No	Yes	No
336	Fermentation Lab	1230 Market St,San Francisco,CA,94102	Gastropubs,Beer Bar	$11-30	4.5	290	4:00 pm - 11:00 pm	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	Closed	No	No	No	NULL	NULL	Yes	Yes	Yes	No
337	Helmand Palace	2424 Van Ness Ave,San Francisco,CA,94109	Afghan,Mediterranean,Halal	$11-30	4.5	814	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
338	El Rancho Grande	855 Divisadero St,San Francisco,CA,94117	Mexican	$11-30	4.0	363	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	10:00 am - 10:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
339	OSHA Thai Noodle Cafe	696 Geary St,San Francisco,CA,94102	Thai	$11-30	3.5	1653	11:00 am - 3:00 pm,5:00 pm - 11:00 pm	11:00 am - 3:00 pm,5:00 pm - 11:00 pm	11:00 am - 3:00 pm,5:00 pm - 11:00 pm	11:00 am - 3:00 pm,5:00 pm - 11:00 pm	11:00 am - 3:00 pm,5:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 11:00 pm	Yes	Free	Yes	Garage, Street	Yes	Yes	No	No	Yes
340	The Vista Room	1600 Holloway Ave,Room 401,Burk Hall 4th Fl,San Francisco,CA,94132	American (New),Venues & Event Spaces	$11-30	4.5	51	11:45 am - 1:45 pm	11:45 am - 1:45 pm	11:45 am - 1:45 pm	Closed	Closed	Closed	Closed	No	No	Yes	Garage, Street	NULL	Yes	No	No	Yes
341	Arizmendi Bakery	1331 9th Ave,San Francisco,CA,94122	Bakeries,Pizza	Under $10	4.5	1925	Closed	7:00 am - 7:00 pm	7:00 am - 7:00 pm	7:00 am - 7:00 pm	7:00 am - 7:00 pm	7:30 am - 6:00 pm	7:30 am - 6:00 pm	No	No	No	Street	Yes	Yes	Yes	No	Yes
342	Cha Cha Cha	2327 Mission St,San Francisco,CA,94110	Bars,Caribbean,Tapas/Small Plates	$11-30	3.5	1956	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 11:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
343	Braised + Bread	50 Post St,Ste 65,San Francisco,CA,94104	Cambodian,Asian Fusion,Chicken Wings	$11-30	4.5	110	11:00 am - 3:00 pm,5:00 pm - 7:15 pm	11:00 am - 3:00 pm,5:00 pm - 7:15 pm	11:00 am - 3:00 pm,5:00 pm - 7:15 pm	11:00 am - 3:00 pm,5:00 pm - 7:15 pm	11:00 am - 3:00 pm	Closed	Closed	Yes	No	No	Garage, Street	NULL	Yes	Yes	NULL	Yes
344	El Lopo	1327 Polk St,San Francisco,CA,94109			4.5	55	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 12:00 am	No	Free	Yes	Garage, Street	NULL	Yes	No	No	No
345	Panchitas Pupuseria	530 Valencia St,San Francisco,CA,94110	Salvadoran	$11-30	4.0	43	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 6:00 pm	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Yes
346	Montesacro Pinseria SF	510 Stevenson St,San Francisco,CA,94103	Pizza	$11-30	4.5	697	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 11:00 pm	11:30 am - 2:30 pm,4:00 pm - 9:30 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
347	Saru Sushi Bar	3856 24th St,San Francisco,CA,94114	Sushi Bars,Japanese,Seafood	$31-60	4.5	840	Closed	Closed	12:00 pm - 2:00 pm,5:30 pm - 9:30 pm	12:00 pm - 2:00 pm,5:30 pm - 9:30 pm	12:00 pm - 2:00 pm,5:30 pm - 10:30 pm	12:00 pm - 2:00 pm,5:30 pm - 10:30 pm	12:00 pm - 2:00 pm,5:30 pm - 9:30 pm	No	No	No	Street	NULL	Yes	No	No	No
348	King of Noodles Noriega	2543 Noriega St,San Francisco,CA,94122	Noodles	$11-30	4.0	19	Closed	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	11:00 am - 1:00 am	11:00 am - 9:30 pm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Yes
349	Arabian Nights Restaurant	2345 Mission St,San Francisco,CA,94110	Mediterranean,Wine Bars,Arabian	$11-30	4.0	719	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 11:00 pm	Yes	Free	Yes	Street	NULL	Yes	No	No	Yes
350	In Situ	151 3rd St,San Francisco,CA,94103	American (New),Seafood	$31-60	3.5	492	11:00 am - 3:30 pm	Closed	Closed	11:00 am - 3:30 pm,5:00 pm - 9:00 pm	11:00 am - 3:30 pm,5:00 pm - 9:00 pm	Closed		No	Free	Yes	Garage, Street, Private Lot	NULL	Yes	No	No	No
351	The Buena Vista	2765 Hyde St,San Francisco,CA,94109	Bars,Cafes,Breakfast & Brunch	$11-30	4.0	2628	9:00 am - 2:00 am	9:00 am - 2:00 am	9:00 am - 2:00 am	9:00 am - 2:00 am	9:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	No	Free	No	Street	NULL	Yes	No	No	Yes
352	Hollywood Cafe	530 North Point St,San Francisco,CA,94133	Breakfast & Brunch,Cafes	$11-30	4.5	2095	7:00 am - 1:45 pm	7:00 am - 1:45 pm	7:00 am - 1:45 pm	7:00 am - 1:45 pm	7:00 am - 1:45 pm	7:00 am - 1:45 pm	7:00 am - 1:45 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
353	Portofino	1318 Grant Ave,San Francisco,CA,94133			5.0	11	Closed	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	NULL	NULL	NULL	Garage	NULL	NULL	NULL	NULL	NULL
354	Central Kitchen	3000 20th St,San Francisco,CA,94110	American (New)	$31-60	3.5	587	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 9:00 pm	No	No	Yes	Street, Private Lot	NULL	Yes	No	NULL	No
355	Urban Curry Restaurant	523 Broadway,San Francisco,CA,94133	Indian,Himalayan/Nepalese	$11-30	4.0	659	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	Free	Yes	Street	NULL	Yes	No	NULL	Yes
356	Me & Tasty	3970 17th St,San Francisco,CA,94114	Thai,American (New),Breakfast & Brunch	$11-30	4.0	318	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	10:00 am - 2:30 pm,5:00 pm - 10:00 pm	10:00 am - 2:30 pm,5:00 pm - 10:00 pm	Yes	No	Yes	NULL	NULL	Yes	No	No	Yes
357	WesBurger ‘N' More	2240 Mission St,San Francisco,CA,94110	Burgers	$11-30	4.0	577	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
358	Acquerello	1722 Sacramento St,San Francisco,CA,94109	Italian,Wine Bars,Venues & Event Spaces	Above $61	4.5	1097	Closed	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed	No	No	Yes	Garage, Street	NULL	Yes	No	NULL	No
359	Roti Indian Bistro	53 W Portal Ave,San Francisco,CA,94127	Indian	$11-30	4.0	751	5:00 pm - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
360	Blaze Fast-Fire'd Pizza	3251 20th Ave,San Francisco,CA,94132	Pizza,Salad,Fast Food	$11-30	3.5	607	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm	No	Free	No	Garage, Private Lot	Yes	Yes	No	NULL	Yes
361	Ichiraku Ramen	5336 Geary Blvd,San Francisco,CA,94121	Ramen,Noodles	$11-30	4.0	244	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Yes	Free	No	Garage, Street	NULL	Yes	NULL	NULL	Yes
362	Ungrafted	2419 3rd St,San Francisco,CA,94107	American (New),Wine Tasting Classes,Wine Bars	$31-60	4.0	94	5:00 pm - 9:00 pm	2:00 pm - 9:00 pm	2:00 pm - 10:00 pm	2:00 pm - 10:00 pm	2:00 pm - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Street	Yes	Yes	No	No	Yes
363	Hazel Southern Bar & Kitchen	1446 Market St,San Francisco,CA,94102	Southern,Whiskey Bars,American (New)	$11-30	4.0	434	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	4:00 pm - 2:00 am	5:00 pm - 2:00 am	Closed	No	Free	Yes	Garage, Street	NULL	Yes	No	No	Yes
364	Lime Tree Southeast Asian Kitchen	836 Clement St,San Francisco,CA,94118	Malaysian,Singaporean,Asian Fusion	$11-30	4.0	323	Closed	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
365	Cafe Europa	4318 California St,San Francisco,CA,94118	German,Comfort Food,Polish	$11-30	4.5	445	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	No	Free	Yes	Street	NULL	Yes	No	NULL	Yes
366	Kitchen Keto	San Francisco,CA,94124			4.5	19								Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
367	Native Burger	3420 Geary Blvd,San Francisco,CA,94118	Burgers,American (New),Beer Bar	$11-30	4.5	243	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 3:00 pm	Yes	Free	No	Street	Yes	Yes	Yes	Yes	Yes
368	Ardiana	1781 Church St,San Francisco,CA,94131	Pizza,Italian,Salad	$11-30	4.5	125	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	No	Yes
369	Gardenias	1963 Sutter St,San Francisco,CA,94115	American (New),Seafood	$31-60	4.0	133	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 9:00 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	No
370	Amami	430 Geary Blvd,San Francisco,CA,94102	Ramen,Noodles	$11-30	4.0	209	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 9:00 pm	No	No	No	Street	Yes	Yes	Yes	NULL	Yes
371	Urban Tavern	333 O'Farrell St,Hilton - San Francisco Union Square,San Francisco,CA,94102	American (New),Gastropubs	$11-30	4.0	273	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	No	Free	Yes	Validated	NULL	Yes	NULL	NULL	Yes
372	Eight AM	1323 Columbus Ave,San Francisco,CA,94133	American (New),Breakfast & Brunch	$11-30	4.5	1297	7:00 am - 1:30 pm	7:00 am - 1:30 pm	7:00 am - 1:30 pm	7:00 am - 1:30 pm	7:00 am - 1:30 pm	7:00 am - 1:30 pm	7:00 am - 1:30 pm	No	No	No	Street	Yes	Yes	Yes	NULL	Yes
373	Regent Thai Restaurant	1700 Church St,San Francisco,CA,94131	Thai	$11-30	4.0	533	Closed	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	No	No	Yes	Street	Yes	Yes	No	NULL	Yes
374	Kaisen DON	1939 Ocean Ave,San Francisco,CA,94127	Japanese,Sushi Bars,Poke	$11-30	4.0	338	3:30 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:30 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	Yes	Yes	Yes
375	Pizza Squared	885 Brannan St,San Francisco,CA,94103	Pizza	Under $10	4.5	122	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	11:00 am - 8:00 pm	12:00 pm - 7:00 pm	Yes	No	No	Garage, Street, Private Lot	NULL	Yes	Yes	NULL	Yes
376	Shabu House	354 Clement St,San Francisco,CA,94118	Japanese,Hot Pot	$11-30	4.0	297	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:30 pm	No	No	Yes	Street	Yes	Yes	No	No	Yes
377	Great Eastern Restaurant	649 Jackson St,San Francisco,CA,94133	Dim Sum,Seafood,Cantonese	$11-30	3.5	2068	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	No	No	Yes	Street, Validated	NULL	Yes	No	No	Yes
378	Lovejoy's Tea Room	1351 Church St,San Francisco,CA,94114	British,Tea Rooms	$11-30	4.5	1198	Closed	Closed	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 6:00 pm	No	No	Yes	Street	NULL	Yes	No	No	No
379	Native Sons BBQ	San Francisco,CA,94124	Barbeque,Pop-Up Restaurants	$11-30	4.5	32								No	No	No	Street	NULL	Yes	NULL	NULL	Yes
380	Bhoga	468 Castro Sreet,San Francisco,CA,94114			4.5	104	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	11:30 am - 2:30 pm,5:00 pm - 10:30 pm	11:30 am - 2:30 pm,5:00 pm - 10:30 pm	No	Free	Yes	Street	Yes	Yes	Yes	NULL	No
381	PRAIRIE	3431 19th St,San Francisco,CA,94110			4.0	148	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	10:30 am - 2:00 pm,5:30 pm - 9:00 pm	No	NULL	Yes	Street	NULL	Yes	NULL	NULL	Yes
382	Super Duper Burgers	98 Mission St,San Francisco,CA,94105	Burgers,American (Traditional)	$11-30	4.0	509	7:30 am - 9:00 pm	7:30 am - 9:00 pm	7:30 am - 9:00 pm	7:30 am - 9:00 pm	7:30 am - 9:00 pm	11:00 am - 8:00 pm	Closed	No	No	No	Street	Yes	Yes	No	No	Yes
383	SAJJ Mediterranean	636 2nd St,San Francisco,CA,94107	Mediterranean,Caterers,Vegan	$11-30	4.0	116	11:00 am - 2:00 pm	11:00 am - 2:00 pm	11:00 am - 2:00 pm	11:00 am - 2:00 pm	11:00 am - 2:00 pm	Closed	Closed	Yes	No	No	Garage, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
384	Buster's Cheesesteak	366 Columbus Ave,San Francisco,CA,94133	American (Traditional),Cheesesteaks,Burgers	$11-30	4.0	823	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	Yes	No	No	Street	NULL	Yes	Yes	NULL	Yes
385	Moya	121 9th St,San Francisco,CA,94103	Ethiopian	$11-30	4.0	376	11:00 am - 3:00 pm,6:00 pm - 9:00 pm	11:00 am - 3:00 pm,6:00 pm - 9:00 pm	11:00 am - 3:00 pm,6:00 pm - 9:00 pm	11:00 am - 3:00 pm,6:00 pm - 9:00 pm	11:00 am - 3:00 pm,6:00 pm - 9:00 pm	6:00 pm - 9:00 pm	Closed	Yes	No	No	Street	Yes	Yes	No	NULL	Yes
386	Monsieur Benjamin	451 Gough St,San Francisco,CA,94102	French,Wine Bars,Desserts	$31-60	4.0	929	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 12:00 am	11:00 am - 2:30 pm,5:00 pm - 12:00 am	11:00 am - 2:30 pm,5:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	No	No
387	Bistro SF Grill	1305 Castro St,San Francisco,CA,94114	Gastropubs,Burgers,Seafood	$11-30	4.0	152	5:00 pm - 10:00 pm	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	12:00 pm - 10:00 pm	5:00 pm - 9:00 pm	Yes	Free	Yes	Street	NULL	Yes	NULL	No	Yes
388	Fiery Hot Pot Buffet	1626 Taraval St,San Francisco,CA,94116	Hot Pot,Chinese	$11-30	4.5	345	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	No	No	Yes	Street	Yes	Yes	No	No	No
